operation,family,group,precision_variant,patch_size,num_platform_pairs,observations,exact_equal_count,allclose_count,divergent_count,same_shape_count,mean_fraction_unequal,median_fraction_unequal,max_fraction_unequal,mean_max_abs_diff,max_max_abs_diff,mean_max_rel_diff,max_max_rel_diff,mean_num_unequal,max_num_unequal,total_num_unequal,total_num_elements,exact_equal_rate,allclose_rate,divergent_rate,same_shape_rate,global_unequal_element_rate
cube_b,power_like,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
d_reshape_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
d_reshape_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
d_trim_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
d_trim_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
div_ab,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
div_ba,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
div_cd,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
div_dc,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
div_ef,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
div_fe,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
div_gh,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
div_hg,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
floor_a,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
floor_b,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
frac_a,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
frac_b,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
leaky_relu_a,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
leaky_relu_b,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
left_assoc_abc,associativity_tests,associativity_tests,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
left_assoc_abcd,associativity_tests,associativity_tests,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
max_a,global_reduction,global_reduction_cumulative,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1.0,1.0,0.0,1.0,0.0
max_b,global_reduction,global_reduction_cumulative,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1.0,1.0,0.0,1.0,0.0
min_a,global_reduction,global_reduction_cumulative,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1.0,1.0,0.0,1.0,0.0
min_b,global_reduction,global_reduction_cumulative,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1.0,1.0,0.0,1.0,0.0
mul_ab,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_ab_plus_mul_cd,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_ab_reshape_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_ab_reshape_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
mul_ab_trim_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_ab_trim_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
mul_ac,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_all_tree,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_bd,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_cd,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_cd_reshape_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_cd_reshape_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
mul_cd_trim_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_cd_trim_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
mul_ef,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_ef_plus_mul_gh,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_eg,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_fh,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
mul_gh,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
neg_a,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
neg_b,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
patch_amax_a_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amax_a_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amax_b_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amax_b_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amax_c_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amax_c_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amax_d_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amax_d_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amax_mul_ab_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amax_mul_ab_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amax_mul_cd_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amax_mul_cd_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amin_a_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amin_a_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amin_b_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amin_b_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amin_c_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amin_c_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amin_d_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amin_d_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amin_mul_ab_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amin_mul_ab_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_amin_mul_cd_25,patch_reduction,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_amin_mul_cd_9,patch_reduction,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_a_25,patch_cumulative,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_a_9,patch_cumulative,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_b_25,patch_cumulative,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_b_9,patch_cumulative,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_c_25,patch_cumulative,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_c_9,patch_cumulative,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_d_25,patch_cumulative,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_d_9,patch_cumulative,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_mul_ab_25,patch_cumulative,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_mul_ab_9,patch_cumulative,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_mul_cd_25,patch_cumulative,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
patch_cumsum_fp64_mul_cd_9,patch_cumulative,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_a_25,patch_reduction,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_a_9,patch_reduction,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_b_25,patch_reduction,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_b_9,patch_reduction,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_c_25,patch_reduction,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_c_9,patch_reduction,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_d_25,patch_reduction,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_d_9,patch_reduction,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_mul_ab_25,patch_reduction,patch_based,fp64,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1200000,1.0,1.0,0.0,1.0,0.0
patch_sum_fp64_mul_ab_9,patch_reduction,patch_based,fp64,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3333330,1.0,1.0,0.0,1.0,0.0
reciprocal_a,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
reciprocal_b,division_reciprocal,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
relu_a,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
relu_b,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
repeated_add_a_10x,control_repeated_add,control_repeated_add,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
repeated_add_a_2x,control_repeated_add,control_repeated_add,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
repeated_add_a_3x,control_repeated_add,control_repeated_add,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
repeated_add_a_4x,control_repeated_add,control_repeated_add,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
repeated_add_a_5x,control_repeated_add,control_repeated_add,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
repeated_add_a_6x,control_repeated_add,control_repeated_add,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
repeated_add_a_7x,control_repeated_add,control_repeated_add,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
repeated_add_a_8x,control_repeated_add,control_repeated_add,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
repeated_add_a_9x,control_repeated_add,control_repeated_add,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
right_assoc_abc,associativity_tests,associativity_tests,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
round_a,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
round_b,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
sign_a,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
sign_b,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
square_a,power_like,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
square_b,power_like,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
std_a,global_reduction,global_reduction_cumulative,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1.0,1.0,0.0,1.0,0.0
std_b,global_reduction,global_reduction_cumulative,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1.0,1.0,0.0,1.0,0.0
sub_ab,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
sub_ba,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
sub_cd,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
sub_dc,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
sub_ef,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
sub_fe,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
sub_gh,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
sub_hg,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
tree_assoc_abcd,associativity_tests,associativity_tests,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
trunc_a,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
trunc_b,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
var_a,global_reduction,global_reduction_cumulative,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1.0,1.0,0.0,1.0,0.0
