patch_size,family,operation,precision_variant,observations,exact_equal_count,divergent_count,mean_fraction_unequal,max_fraction_unequal,mean_max_abs_diff,max_max_abs_diff,mean_max_rel_diff,max_max_rel_diff,total_num_unequal,total_num_elements,exact_equal_rate,divergent_rate,global_unequal_element_rate
9.0,patch_preparation,mul_ab_trim_patch_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,29999970,1.0,0.0,0.0
9.0,patch_preparation,mul_cd_reshape_patch_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,29999970,1.0,0.0,0.0
9.0,patch_preparation,mul_cd_trim_patch_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,29999970,1.0,0.0,0.0
9.0,patch_reduction,patch_amax_a_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amax_b_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amax_c_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amax_d_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amax_mul_ab_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amax_mul_cd_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amin_a_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amin_b_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amin_c_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amin_d_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amin_mul_ab_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_amin_mul_cd_9,fp32,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_sum_fp64_a_9,fp64,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_sum_fp64_b_9,fp64,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_sum_fp64_c_9,fp64,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_sum_fp64_d_9,fp64,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
9.0,patch_reduction,patch_sum_fp64_mul_ab_9,fp64,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3333330,1.0,0.0,0.0
25.0,patch_softmax,patch_softmax_a_25,fp32,30,8,22,0.3185445333333333,0.50745,8.145968119303386e-08,1.1920928955078125e-07,3.2343673265444036e-07,4.599947192606229e-07,9556336,30000000,0.26666666666666666,0.7333333333333333,0.3185445333333333
25.0,patch_softmax,patch_softmax_b_25,fp32,30,8,22,0.32054920000000003,0.509638,7.549921671549479e-08,1.1920928955078125e-07,3.1269072789558e-07,4.522769259958488e-07,9616476,30000000,0.26666666666666666,0.7333333333333333,0.3205492
